col,city
PARQUE INDUSTRIAL PUEBLA 2000,PUEBLA
QUINTA DEL MAGISTERIO,IRAPUATO
CENTRO SUR,QUERETARO
CAMPO 107,CUAUHTEMOC
CENTRO,COLON
INDUSTRIALLOSBELENES,ZAPOPAN
DEL VALLE,SAN PEDRO GARZA GARCIA
PANAMERICANA,CHIHUAHUA
INDUSTRIAL LA LOMA,TLALNEPANTLA DE BAZ
DEL VALLE,BENITO JUAREZ
GRANJAS MEXICO,IZTACALCO
NARVARTE,BENITO JUAREZ
TEXCACOA,TEPOTZOTLAN
EL LLANO 2DA SECC,TULA DE ALLENDE
JARDINES DEL VALLE,MEXICALI
SAN JOSE DEL VALLE,BAHIA DE BANDERAS
SAN ANDRES ATENCO,TLALNEPANTLA
IXTAPA,ZIHUATANEJO DE AZUETA
PUEBLA CENTRO,PUEBLA
LAS AMERICAS,MORELIA
LA PAZ,PUEBLA
COL CENTRO,ALAMO TEMAPACHE
MIGUEL HIDALGO,VERACRUZ
NARVARTE,BENITO JUAREZ
CENTRO,CHALCO
JARDINES DE LA VICTO,GUADALAJARA
ZONA CENTRO,AGUASCALIENTES
COMERCIAL,SAN LUIS RIO COLORADO
CUAUHTEMOC,CUAUHTEMOC
PUEBLA CENTRO,PUEBLA
PRADOS AGUA AZUL,PUEBLA
CAMPO 1B,CUAUHTEMOC
STA CLARA COATITLA,ECATEPEC DE MORELOS
PENINSULA DE SANTIAG,MANZANILLO
SAN ANDRES CHOLULA,PUEBLA
ROMA NORTE,CUAUHTEMOC
GRANADA,MIGUEL HIDALGO
SILAO CENTRO,SILAO
CIUDAD CUAUHTEMOC CE,CUAUHTEMOC
DEL VALLE NORTE,BENITO JUAREZ
HIDALGO DEL PARRAL C,HIDALGO DEL PARRAL
LUCHA SOCIAL,MIGUEL ALEMAN
LOMAS DE ZAPOPAN,ZAPOPAN
LOPEZ PORTILLO,GUADALAJARA
JUAREZ,CUAUHTEMOC
PURISIMA DE BUSTOS,PURISIMA DEL RINCON
SAN ESTEBAN HUITZILA,NAUCALPAN DE JUAREZ
BANJIDAL,IZTAPALAPA
GRANJAS ESMERALDA,IZTAPALAPA
EL PROGRESO,MOROLEON
"MERIDA, CENTRO",MERIDA
BQUES DE TETLAMEYA,COYOACAN
GUADALUPE,DURANGO
VILLA FLORESTA,TIJUANA
FRACC IND XHALA,CUAUTITLAN IZCALLI
SAN NICOLAS,CORDOBA
EL SIFON,IZTAPALAPA
ROMA NORTE,CUAUHTEMOC
SAN JOSE ACULCO,IZTAPALAPA
VENUSTIANO CARRANZA,ZEMPOALA
MEZQUITAN COUNTRY,GUADALAJARA
ROMA NORTE,CUAUHTEMOC
SANTA CRUZ DE LAS FLORES,TLAJOMULCO DE ZU�IGA
COL AVIACION,SAN LUIS RIO COLORADO
CENTRO (AREA 1),CUAUHTEMOC
ROSALES,GOMEZ PALACIO
VALLE DEL CAMPESTRE,SAN PEDRO GARZA GARCIA
COLONIAL,TUXTLA GUTIERREZ
CD INDUSTRIAL,AGUASCALIENTES
SANTIAGO TIANGUISTEN,TIANGUISTENCO
REFORMA POLITICA,IZTAPALAPA
COL NARVARTE,BENITO JUAREZ
MIGUEL HIDALGO,PENJAMO
TOPO CHICO,SALTILLO
FRACC IND ALCE BLANCO,NAUCALPAN DE JUAREZ
SAN ISIDRO,TORREON
EX HACIENDA COAPA,COYOACAN
ESTANCIA IGARTENA,JACONA
MERIDA CENTRO,MERIDA
JORGE ALMADA,CULIACAN
CENTRAL,MONTERREY
XALAPA ENRIQUEZ CENTRO,XALAPA
FERROCARRILERA,TONALA
TANGAMANGA,SAN LUIS POTOSI
TUZANIA,ZAPOPAN
VERACRUZ CENTRO,VERACRUZ
LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO
GRANJAS DE SAN ANTONIO,IZTAPALAPA
PALMAS POLANCO,MIGUEL HIDALGO
DEL VALLE CENTRO,BENITO JUAREZ
PARQUE INDUSTRIAL LAGUNERO,GOMEZ PALACIO
SANTUARIO,SAN LUIS POTOSI
STA MARIA AZTAHUACAN,IZTAPALAPA
JARDINES DE SANTA MO,TLALNEPANTLA DE BAZ
GUAYCURA,TIJUANA
MODERNA,BENITO JUAREZ
SAN JOSE INSURGENTES,BENITO JUAREZ
EL SAUZAL,ENSENADA
GONZALEZ NEYRA NAMIQUIPA,NAMIQUIPA
COL GUADALUPE VICTORIA,GUSTAVO A MADERO
CENTRO DE LA CD DE M,CUAUHTEMOC
IXCOTEL,OAXACA DE JUAREZ
HIPODROMO CONDESA,CUAUHTEMOC
SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO
BLANCO Y CUELLAR,GUADALAJARA
JARDIN BALBUENA,VENUSTIANO CARRANZA
POLANCO V SECCION,MIGUEL HIDALGO
TEPEPAN,XOCHIMILCO
ZONA INDUSTRIAL BENI,QUERETARO
STA MARIA LA RIBERA,TUXTLA GUTIERREZ
PLACETAS ESTADIO,COLIMA
NUMARAN,NUMARAN
COL TASICURI,MAGDALENA
PLAYAS DE TIJUANA,TIJUANA
CENTRO (AREA 6),CUAUHTEMOC
CENTRO AREA 9,CUAUHTEMOC
ZNA CENTRO,SAN JOSE ITURBIDE
SANTA MARIA NONOALCO,BENITO JUAREZ
LUIS DONALDO COLOSIO,CORREGIDORA
HUITZILA,TIZAYUCA
PARAISO MONTESSORI,CUERNAVACA
ALAMO,TLAQUEPAQUE
CENTRO,CHIAUTEMPAN
COLINAS DE SAN JERON,MONTERREY
SAN JUAN DE LOS LAGOS CENTRO,SAN JUAN DE LOS LAGOS
SAN NICOLAS TOLENTIN,TLAHUAC
ROMA,CUAUHTEMOC
LOMAS DEL HUIZACHAL,NAUCALPAN DE JUAREZ
CENTRAL DE ABASTO,IZTAPALAPA
PRIMERO DE MAYO,CENTRO
ROMA,CUAUHTEMOC
OBRERO POPULAR,AZCAPOTZALCO
LAS LIEBRES,TLAQUEPAQUE
CENTRAL DE ABASTO,IZTAPALAPA
PUEBLO NUEVO,LA PAZ
OAXACA CENTRO,OAXACA DE JUAREZ
CENTRAL DE ABASTO,IZTAPALAPA
PUREPERO DE ECHAIZ,PUREPERO
SAN SEBASTIAN ZINACA,ZINACATEPEC
CENTRAL DE ABASTO,IZTAPALAPA
GUADALUPE,MONCLOVA
CIUDAD ACU�A CENTRO,ACUNA
MU�OZ,SAN LUIS POTOSI
PARQUE DEL PEDREGAL,TLALPAN
AEROPUERTO,CHIHUAHUA
PORTEZUELO,IXMIQUILPAN
CARTAGENA,TULTITLAN
LOMA BONITA,EMILIANO ZAPATA
LAS BAJADAS,VERACRUZ
AMPLIACION DANIEL GARZA,MIGUEL HIDALGO
JOSE MA ARTEAGA,QUERETARO
VISTA MONTA�A,SAN PEDRO GARZA GARCIA
MAGDALENA,LA PAZ
NUEVO PARAISO,GUADALUPE
MARRON,TIJUANA
INDUSTRIAL ATOTO,NAUCALPAN DE JUAREZ
ALGARIN,CUAUHTEMOC
ARBOLEDAS,QUERETARO
LA NOGALERA,GUADALAJARA
ARCOS DE GUADALUPE,ZAPOPAN
ZONA CENTRO,DURANGO
YAUTEPEC CENTRO,YAUTEPEC
LA CALMA,ZAPOPAN
ANZURES,MIGUEL HIDALGO
SAMBULA,MERIDA
IGNACIO ZARAGOZA,VERACRUZ
JACARANDAS,TLALNEPANTLA
BADILLO,XALAPA
AURORA PRIMERA SECC BENITO JUA,NEZAHUALCOYOTL
FRANCISCO I MADERO,CARMEN
CERILLO I,LERMA
COL CENTRO STGO TIANGUISTENCO,TIANGUISTENCO
DEL VALLE,BENITO JUAREZ
ROMA NORTE,CUAUHTEMOC
COL NINOS HEROES,TAMPICO
ESPERANZA,CHIHUAHUA
BOSQUE DE CHAPULTEPEC,MIGUEL HIDALGO
NI�OS HEROES LA MESA,TIJUANA
RICARDO FLORES MAGON,CUERNAVACA
RIO BRAVO CENTRO,RIO BRAVO
CENTRO,NAVOJOA
CORDOBA CENTRO,CORDOBA
JUAN LIRA BRACHO,DURANGO
TANQUIAN DE ESCOBEDO,TANQUIAN DE ESCOBEDO
MODERNA,GUADALAJARA
SAN PEDRO ZACATENCO,GUSTAVO A MADERO
SANTA MARIA,PUEBLA
SAN RAMON NORTE,MERIDA
CENTRO,CORDOBA
DEL VALLE,BENITO JUAREZ
CHUBURNA DE HIDALGO,MERIDA
SANTA BARBARA,CORREGIDORA
LAS PALMAS,CUERNAVACA
SANTA CRUZ DE LAS HU,TONALA
LA CURVA,MACUSPANA
JARDINES DE STA MO,TLALNEPANTLA DE BAZ
EL BATAN,CORREGIDORA
BOSQUE DE CHAPULTEPEC I SECC,MIGUEL HIDALGO
MORELOS,TAMPICO
TEZIUTLAN CENTRO,TEZIUTLAN
BENITO JUAREZ,SANTIAGO DE QUERETARO
SAN PEDRO DE LOS PIN,BENITO JUAREZ
SAN MATEO IXTACALCO,CUAUTITLAN
GRAL IGNACIO MARTINE,SAN LUIS POTOSI
RANCHO SANTA MARIA DEL REFUGIO,CELAYA
SAN ANGEL,ALVARO OBREGON
DEL VALLE,BENITO JUAREZ
SANTA FE,ALVARO OBREGON
ALBERT,BENITO JUAREZ
COL VILLA BLANCA,TUXTLA GUTIERREZ
EL PALOTE,LEON
JOSE MARIA MENCHACA,TEPIC
ALCE BLANCO,NAUCALPAN
CENTRO,YURECUARO
TIZAYUCA CENTRO,TIZAYUCA
GRAL IGNACIO MARTINEZ,SAN LUIS POTOSI
MONTERREY CENTRO,MONTERREY
ROMA SUR,CUAUHTEMOC
RESIDENCIAL BOULEVAR,PUEBLA
EJIDOS DEL MORAL,IZTAPALAPA
FRACC YAMILLE,TIJUANA
COL CENTRO,ZACATLAN
SAN ANDRES ATOTO,NAUCALPAN DE JUAREZ
PENSADOR MEXICANO,VENUSTIANO CARRANZA
EL RETABLO,QUERETARO
NVA YUCALPETEN,PROGRESO
LOS ALTOS,MONTERREY
DEL VALLE SECT ORIENTE,SAN PEDRO GARZA GARCIA
CIUDAD INDUSTRIAL,AGUASCALIENTES
PETROLERA,AZCAPOTZALCO
SAN MARTIN PEPETLIXP,CUAUTITLAN IZCALLI
CENTRO,PENJAMO
BOSQUE DE LAS LOMAS,MIGUEL HIDALGO
CONDESA,CUAUHTEMOC
JUAREZ,CUAUHTEMOC
EMILIANO ZAPATA,CIUDAD VALLES
SANTA ANITA,SAN PEDRO TLAQUEPAQUE
ALAMOS,BENITO JUAREZ
BARRIO SANTIAGO,ZUMPANGO
BENITO JUAREZ,SALVADOR ALVARADO
COLINAS DEL CIMATARIO,QUERETARO
BOULEVARES,NAUCALPAN
GUADALUPE DEL MORAL,IZTAPALAPA
CENTRO CIUDAD DE MEXICO AREA 9,CUAUHTEMOC
GOMEZ PALACIO CENTRO,GOMEZ PALACIO
BARRIO DE SANTA CRUZ,METEPEC
SANTA MARIA TONANTZI,SAN ANDRES CHOLULA
HIPODROMO,CUAUHTEMOC
CLAVERIA,AZCAPOTZALCO
MAESTRANZA,PACHUCA DE SOTO
BENITO JUAREZ,SANTIAGO DE QUERETARO
CD INDUSTRIAL,CELAYA
CONTRY,MONTERREY
EX HACIENDA SANTA TE,SAN ANDRES CHOLULA
SAN FRANCISCO PAPALO,PAPALOTLA DE XICOHTENCATL
SAN ANGEL,ALVARO OBREGON
INDUSTRIAL LAS ARMAS,TLALNEPANTLA DE BAZ
CENTRO,APATZINGAN
TACUBAYA,MIGUEL HIDALGO
COL FORANEA,JALOSTOTITLAN
PARQUE INDUSTRIAL LA,SALTILLO
ROMA NORTE,CUAUHTEMOC
ARANDAS CENTRO,ARANDAS
PANTEON MUNICIPAL,COMITAN DE DOMINGUEZ
CENTRAL DE ABASTOS,MORELIA
MIGUEL HIDALGO,VERACRUZ
CARRIZALEJO,SAN PEDRO GARZA GARCIA
SAN MIGUEL AMANTLA,AZCAPOTZALCO
SN FRANCISCO CULHUACAN BO SA,COYOACAN
SAN ISIDRO,SAHUAYO
VALLE HERMOSO CENTRO,VALLE HERMOSO
DEL VALLE CENTRO,BENITO JUAREZ
FONDEPORT,MANZANILLO
LERMA DE VILLADA CENTRO,LERMA
INDUSTRIAL LAS ARMAS,TLALNEPANTLA
LAS PALMAS,TIJUANA
LA FLORIDA,NAUCALPAN DE JUAREZ
INDUSTRIAL PUENTE DE VIGAS,TLALNEPANTLA DE BAZ
SAN JOSE DEL CONSUEL,LEON
SAN CARLOS,GUADALAJARA
SAN JOSE VISTA HERMO,PUEBLA
CASA BLANCA,CENTRO
CENTRO,SOLIDARIDAD
EL COLORADO,EL MARQUES
COUNTRY CLUB,COYOACAN
TEPETATES,JESUS MARIA
EL CAMPANARIO,ZAPOPAN
VICENTE VILLADA,NEZAHUALCOYOTL
CENTRAL DE ABASTO,IZTAPALAPA
SAN BARTOLO EL CHICO,TLALPAN
FRACC LOS ARCOS,AGUASCALIENTES
CENTRO AREA 3,CUAUHTEMOC
NUEVA INDUSTRIAL VAL,GUSTAVO A MADERO
LOS BOSQUES,JIUTEPEC
PARQUE INDUSTRIAL QUERETARO,QUERETARO
ZONA CENTRO,SALVATIERRA
MINERAL DE SANTA FE,TIJUANA
ALTAVISTA,ALVARO OBREGON
PRADOS AGUA AZUL,PUEBLA
STA ROSA DE JAUREGUI,QUERETARO
SAN MIGUEL TENANCING,TENANCINGO
CONG EL CHOTE VER,PAPANTLA
VICTORIA DE DURANGO CENTRO,DURANGO
LOS ANGELES APANOAYA,IZTAPALAPA
RESIDENCIAL SAN AGUS,SAN PEDRO GARZA GARCIA
COL OBRAJE,AGUASCALIENTES
QUINTA VELARDE,GUADALAJARA
PARQUE IND LAGUN,GOMEZ PALACIO
SANTA MARIA LA RIBERA,CUAUHTEMOC
EL MIRADOR,COYOACAN
MONTECARLO,HERMOSILLO
"ACAPULCO DE JUAREZ,",ACAPULCO DE JUAREZ
CENTRAL DE ABASTOS,IZTAPALAPA
ALCE BLANCO,NAUCALPAN DE JUAREZ
PARQUE IND. BERNARDO QUINTANA,EL MARQUES
PIRULES,TLALNEPANTLA DE BAZ
SANTA CRUZ ACATLAN,NAUCALPAN
ARBOLEDAS DEL RIO,QUERETARO
EL VERGEL,IZTAPALAPA
SANTA CATARINA,AZCAPOTZALCO
GRANJAS MEXICO,IZTACALCO
BARRIO XALTOCAN,XOCHIMILCO
CENTRO AREA 6,CUAUHTEMOC
HIPODROMO CONDESA,CUAUHTEMOC
MONTECRISTO,MERIDA
CLAVERIA,AZCAPOTZALCO
LA TIJERA,TLAJOMULCO DE ZU�IGA
LA NOGALERA,GUADALAJARA
LAZARO CARDENAS 2A S,CENTRO
LOMA BONITA,EMILIANO ZAPATA
JUAREZ,CUAUHTEMOC
VALLE DEL GUADIANA,DURANGO
AVIACION,TORREON
SAN PEDRO XALPA,AZCAPOTZALCO
LOMAS DE LA HACIENDA,ATIZAPAN DE ZARAGOZA
BENITO JUAREZ,SANTIAGO DE QUERETARO
AGUA BLANCA,ZAPOPAN
CUATRO MILPAS,ATLACOMULCO
SILAO CENTRO,SILAO DE LA VICTORIA
LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO
LA ANGOSTURA,SAN LUIS POTOSI
NAPOLES,BENITO JUAREZ
ZNA CENTRO,SALTILLO
COL INDUSTRIAL SAN NICOLAS,TLALNEPANTLA
PONCITLAN CENTRO,PONCITLAN
LA ESTANZUELA,MONTERREY
FIERRO,MONTERREY
PAPANTLA CENTRO,PAPANTLA
TEPEJI DE OCAMPO CENTRO,TEPEJI DEL RIO DE OCAMPO
MEZQUITAN COUNTRY,GUADALAJARA
BOSQUES DEL PRADO SUR,AGUASCALIENTES
LOS ALTOS,MONTERREY
STA MARIA MALINALCO,AZCAPOTZALCO
CIUDAD OBREGON CENTR,CAJEME
INFONAVIT SAN ISIDRO,ARRIAGA
LOMAS 4A SECCION,SAN LUIS POTOSI
APODACA CENTRO,APODACA
HUILOAPAN DE CUAUHTEMOC CENTRO,HUILOAPAN DE CUAUHTEMOC
ALAMOS 3A SECC,SANTIAGO DE QUERETARO
ALAMOS,BENITO JUAREZ
CIUDAD SATELITE,NAUCALPAN DE JUAREZ
EL GRULLO CENTRO,EL GRULLO
APIZACO CENTRO,APIZACO
PRIVADAS DEL PEDREGA,SAN LUIS POTOSI
TRINIDAD DE LAS HUERTAS,OAXACA DE JUAREZ
VICTORIA DE DURANGO CENTRO,DURANGO
CIUDAD VALLES CENTRO,CIUDAD VALLES
PRADO CHURUBUSCO,COYOACAN
LA ESPERANZA,MONTERREY
SAN LORENZO,TLALNEPANTLA
CENTRO,COATEPEC
MISANTLA,MISANTLA
ARAGON,GUSTAVO A MADERO
DEL VALLE CENTRO,BENITO JUAREZ
SAN NICOLAS,LEON
CHAPULTEPEC MORALES,MIGUEL HIDALGO
SANTA URSULA COAPA,COYOACAN
TEPEYAC INSURGENTES,GUSTAVO A MADERO
ZONA INDUSTRIAL,GUADALAJARA
BLANCO Y CUELLAR,GUADALAJARA
HIPODROMO,CUAUHTEMOC
LAS HADAS,AGUASCALIENTES
LOMAS 3A SECC,SAN LUIS POTOSI
STA MARIA LA RIBERA,CUAUHTEMOC
PQIND ATITALAQUIA,ATITALAQUIA
MEXICO,TAMPICO
LOMAS DEL CONSUELO,GUADALUPE
JUAREZ,CUAUHTEMOC
ROMA NORTE,CUAUHTEMOC
POLANCO V SECCION,MIGUEL HIDALGO
GRANJAS MEXICO,IZTACALCO
JUAREZ,CUAUHTEMOC
RIA HUAPACAL 2DA SEC,CUNDUACAN
COL CD DELOS DEPORTES,BENITO JUAREZ
SAN ANDRES TUXTLA CENTRO,SAN ANDRES TUXTLA
DEL VALLE,SAN PEDRO GARZA GARCIA
CIUDAD CUAUHTEMOC CE,CUAUHTEMOC
LA MORENA,TULANCINGO DE BRAVO
LOMAS DE SOTELO,NAUCALPAN
AVIACION,TIJUANA
CREDITO CONSTRUCTOR,BENITO JUAREZ
NI�O ARTILLERO,MONTERREY
SAN FELIPE TERREMOTES,IZTAPALAPA
EL CARMEN,ZAMORA
CONGREGACION MIGUEL,ALTAMIRA
MONTERREY CENTRO,MONTERREY
BQUES DE LAS LOMAS,QUERETARO
SAN RAFAEL,CULIACAN
ROMA,MERIDA
PARQUE IND DE LOS FU,SAN LUIS POTOSI
PQIND JM NUEVO LEO,APODACA
LAS COLINAS,ZACATECAS
SAN JUANITO,JUAREZ
SANTA URSULA ZIMATEPEC,YAUHQUEMEHCAN
FRANCISCO I MADERO,MONTERREY
CENTRO,TLAXCALA
CONDESA,CUAUHTEMOC
JARDINES DEL MORAL,LEON
ZAPOPAN CENTRO,ZAPOPAN
JESUS DEL MONTE,CUAJIMALPA DE MORELOS
CUAUHTEMOC,CUAUHTEMOC
GRAL FRANCISCO GONZA,SAN FERNANDO
STA CRUZ DEL MONTE,NAUCALPAN DE JUAREZ
LA CALMA,ZAPOPAN
CENTRO,AMEALCO DE BONFIL
INDUSTRIAL FICO,SANTA CATARINA
HOPELCHEN CENTRO,HOPELCHEN
PQIND B QUINTANA,EL MARQUES
SAN MARTIN CALTENCO,TOCHTEPEC
DEL VALLE CENTRO,BENITO JUAREZ
ROMA SUR,CUAUHTEMOC
MONTERREY CENTRO,MONTERREY
CUAUHTEMOC,CUAUHTEMOC
CAM A STA ANA CONDE,LEON
NAPOLES,BENITO JUAREZ
SECTOR T,SANTA MARIA HUATULCO
BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS
NARVARTE,BENITO JUAREZ
SAN JOSE PUENTE DE VIGAS,TLALNEPANTLA
EL COLIBRI,CUAUTITLAN IZCALLI
MEXICO,NUEVO LAREDO
ATENGO,TEPEJI DEL RIO DE OCAMPO
BUGAMBILIAS,PUEBLA
BOSQUES DE LAS LOMAS,MIGUEL HIDALGO
LA LAJA,ZAPOTLANEJO
BARRIO DEL NORTE,CHIHUAHUA
LERMA DE VILLADA CEN,LERMA
NUEVA TENOCHTITLAN,GUSTAVO A MADERO
PRADO HERMOSO,LEON
ORIZABA CENTRO,ORIZABA
JARDINES DE ATIZAPAN,ATIZAPAN DE ZARAGOZA
LOS SAUCES 1ER SECTO,SAN PEDRO GARZA GARCIA
CHAPULTEPEC MORALES,MIGUEL HIDALGO
EL GRULLO CENTRO,EL GRULLO
MINERVA COLONIA,DURANGO
EJIDOS DE HUEXOTLA,TEXCOCO
CENTRO,CHIAUTEMPAN
CENTRAL DE ABASTO,IZTAPALAPA
MANEADERO,ENSENADA
ANACLETO CANABAL 1A SECCION,CENTRO
AMP ENRIQUE RODRIGUE,TUXPAN
JUAN ANTONIO,ATLATLAHUCAN
EJIDOS DEL MORAL,IZTAPALAPA
LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO
INDUSTRIAL ATOTO,NAUCALPAN DE JUAREZ
CIUDAD CUAUHTEMOC CENTRO,CUAUHTEMOC
PARQUE INDUSTRIAL STIVA,APODACA
GARCIA GINERES,MERIDA
PUESTA DEL SOL,TIJUANA
HIDALGO DEL PARRAL C,HIDALGO DEL PARRAL
MAGDALENA ATLICPAC,LA PAZ
IGNACIO ZARAGOZA,VERACRUZ
EL CEREZO,TULANCINGO DE BRAVO
LA HACIENDA,PUEBLA
MARIANO ABASOLO,MEXICALI
BENITO JUAREZ LA AURORA,NEZAHUALCOYOTL
SAN ISIDRO,GUADALAJARA
SECTOR 5 NO VDD,VALLADOLID
CENTRO,CUAUTITLAN
RAFAEL LUCIO,XALAPA
DZITYA,MERIDA
LA LOMA,TLALNEPANTLA DE BAZ
GUADALUPE INN,ALVARO OBREGON
HIPODROMO DE LA CONDESA,CUAUHTEMOC
SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS
SANTA CRUZ ATOYAC,BENITO JUAREZ
LAZARO CARDENAS,PUERTO VALLARTA
JARDINES DE SAN MANU,PUEBLA
COL OCHO CEDROS,TOLUCA
GUERRERO,NUEVO LAREDO
ORIZABA CENTRO,ORIZABA
STA TERESA,DURANGO
LIBRAMIENTO,TIJUANA
LOMAS DE ANGELOPOLIS,SAN ANDRES CHOLULA
CONDESA,CUAUHTEMOC
CENTRO,BENITO JUAREZ
ESCANDON,MIGUEL HIDALGO
TAPACHULA CENTRO,TAPACHULA
CONGR SAN JOSE ALCHI,TEPEYAHUALCO
ROMA,MONTERREY
NUEVA ROSITA CENTRO,SAN JUAN DE SABINAS
PRIVADA COAHUILA,MEXICALI
"ACAMBARO, CENTRO",ACAMBARO
DEPORTISTAS,CHIHUAHUA
FUENTES DEL VALLE 1A,TULTITLAN
SAN ANDRES CHOLULA,SAN ANDRES CHOLULA
PROGRESO TIZAPAN,ALVARO OBREGON
DEL VALLE CENTRO,BENITO JUAREZ
TRABAJADORES DEL HIERRO,AZCAPOTZALCO
CHAPULTEPEC MORALES,MIGUEL HIDALGO
SUPERMANZANA 24,BENITO JUAREZ
HUERTAS DEL CERRITO,ZAMORA
EL ROBLE,MERIDA
NOMBRE DE DIOS,CHIHUAHUA
COL CD INDUSTRIAL,AGUASCALIENTES
GRAL PEDRO MARIA ANAYA,BENITO JUAREZ
RESIDENCIAL LAS AMER,METEPEC
ARENAL,AZCAPOTZALCO
SAN FRANCISCO TEPOJA,CUAUTITLAN IZCALLI
VILLASE�OR,GUADALAJARA
CIUDAD CUAUHTEMOC CENTRO,CUAUHTEMOC
FORTUNA,FRESNILLO
TLACOQUEMECATL,BENITO JUAREZ
TEPATITLAN DE MORELOS CENTRO,TEPATITLAN DE MORELOS
STA CRUZ DEL MONTE,NAUCALPAN DE JUAREZ
MIGUEL HIDALGO,AHOME
LA OTRA BANDA,ALVARO OBREGON
EL CALVARIO,TANHUATO
MERCADO DE ABASTOS E,SAN NICOLAS DE LOS GARZA
VERACRUZ CENTRO,VERACRUZ
INDUSTRIAL EL PALMITO,CULIACAN
LOS PASTORES,NAUCALPAN DE JUAREZ
LA JOYA IXTACALA,TLALNEPANTLA DE BAZ
FRANCISCO I MADERO,CUAUTLA
LAS ANIMAS,PUEBLA
GUACHOCHI,GUACHOCHI
MONTERREY CENTRO,MONTERREY
LAS ARBOLEDAS,TLALNEPANTLA
ROMA NORTE,CUAUHTEMOC
MORELOS,TOLUCA EM
TANTOYUCA,TANTOYUCA
IMPERIAL,DELICIAS
NUEVO REPUEBLO,MONTERREY
LOPEZ MATEOS,MERIDA
LOPEZ PORTILLO Y C 6 R 93,BENITO JUAREZ
HUAMANTLA CENTRO,HUAMANTLA
AUTLAN DE NAVARRO CE,AUTLAN DE NAVARRO
CENTRO,BANDERILLA
CAMPESTRE MURUA,TIJUANA
AGUA BLANCA INDUSTRI,ZAPOPAN
CIUDAD SATELITE,NAUCALPAN
STA MARTHA ACATITLA,IZTAPALAPA
ITZAEZ,MERIDA
JUAN B SOSA,MERIDA
GRANADA,MIGUEL HIDALGO
ALTAMIRA,ALTAMIRA
LOS OLMOS TECNOLOGIC,JUAREZ
SANTA MARIA,TORREON
CHAPULTEPEC MORALES,MIGUEL HIDALGO
AGRICOLA ORIENTAL,IZTACALCO
CENTRO CIUDAD DE MEXICO AREA 5,CUAUHTEMOC
LA JOYA,CUAUTLANCINGO
LOMAS BARRILACO,MIGUEL HIDALGO
LA PAZ,PACHUCA DE SOTO
SANTA BARBARA,IZTAPALAPA
POSADA DEL MARQUEZ,JUAREZ
PQUE IND LAGUNERO,GOMEZ PALACIO
LOMAS DEL 4,SAN PEDRO TLAQUEPAQUE
SAN BARTOLO NAUCALPAN NAUCALPA,NAUCALPAN
VILLAS DEL DESCANSO,JIUTEPEC
ALCE BLANCO,NAUCALPAN DE JUAREZ
PUENTE MORENO,MEDELLIN
CENTRO DE LA CIUDAD,CUAUHTEMOC
SAN JOSE BUENAVISTA,CUAUTITLAN IZCALLI
BENITO JUAREZ,QUERETARO
PUNTA BRAVA,CENTRO
SAN MIGUEL CHAPULTEPEC I SECC,MIGUEL HIDALGO
LA SOLEDAD,IRAPUATO
LOMAS DEL CAMPESTRE,LEON
CENTRO AREA 9,CUAUHTEMOC
CENTRO DE LA CIUDAD,TEHUACAN
CENTRO CIUDAD DE MEX,CUAUHTEMOC
DEL EVORA,SALVADOR ALVARADO
LINDAVISTA,OCOTLAN
ZACAPUATO,CUTZAMALA DE PINZON
SAN PABLO,QUERETARO
INDUSTRIAL VALLEJO,AZCAPOTZALCO
MILENIO III FASE A,QUERETARO
PARQUE INDUSTRIAL,HERMOSILLO
TORREON CENTRO,TORREON
FRANCISCO SARABIA,ZAPOPAN
MELCHOR MUZQUIZ,ECATEPEC DE MORELOS
ARENAL INFONAVIT,LOS CABOS
LAS MISIONES I,CHIHUAHUA
EL FRESNO,TORREON
TABASCO DOS MIL,CENTRO
SAN JUAN DE DIOS,GUADALAJARA
BOSQUE DE CHAPULTEPEC I SECC,MIGUEL HIDALGO
SMZ 9,BENITO JUAREZ
SAN SIMON TICUMAC,BENITO JUAREZ
LORENZO BOTURINI,VENUSTIANO CARRANZA
BONGONI,ATLACOMULCO
GRANJAS,CHIHUAHUA
ALAMEDA,QUERETARO
"MONTERREY, CENTRO",MONTERREY
DEL FRESNO,GUADALAJARA
OBRERA,CUAUHTEMOC
JARDINES DEL DEL LAG,MEXICALI
POLANCO V SECCION,MIGUEL HIDALGO
LOS MORALES SECC,MIGUEL HIDALGO
ELECTRICISTAS LOCALE,TOLUCA
LINDAVISTA,GUSTAVO A MADERO
DEL VALLE,SAN PEDRO GARZA GARCIA
SECTOR POPULAR,FRESNILLO
SAN BARTOLO ATEPEHUACAN,GUSTAVO A MADERO
BUROCRATAS DEL ESTAD,MONTERREY
COLON ECHEGARAY,NAUCALPAN DE JUAREZ
NAUCALPAN,NAUCALPAN DE JUAREZ
PZA DEL SOL,QUERETARO
LOMAS VERDES 3� SECC,NAUCALPAN
MIRAFLORES,MERIDA
REVOLUCION,URUAPAN
LOS ALAMOS,NAUCALPAN DE JUAREZ
